,NSSCP-32-mean,NSSCP-32-std,NSSC-32-mean,NSSC-32-std
93,0.3871172623957339,0.2436134755460651,0.18630954615321044,0.11087574791889628
94,0.3879324528754817,0.24526517505090947,0.18680761451234335,0.11132757976741622
95,0.38859743941070063,0.24430181577168109,0.1870989782016755,0.11171393652073618
96,0.39235045454125794,0.24547614372619642,0.1875601169273697,0.11132221592346428
97,0.39632069261669123,0.2461067896884553,0.1879024484824175,0.11048194435359367
98,0.3983209468611576,0.24703466739483718,0.18739869912471643,0.10825699001464961
99,0.3965723090626045,0.24638503487641872,0.186474560116143,0.10518194154700344
100,0.3962795668624488,0.2474620969919968,0.18506316067501358,0.1021417087458278
101,0.39667237414887113,0.24951018884368678,0.1832722118987641,0.09911267375233575
102,0.3956408730856072,0.25284223797170413,0.18091979175339004,0.09608857642158332
103,0.39128016009270666,0.2489530070666162,0.17895895087891298,0.09449765981437969
104,0.38742968054438237,0.24362887571927852,0.1782448930484754,0.09494825232589334
105,0.38382756500945464,0.23938905720154435,0.17797431020238516,0.09627353547348819
106,0.38111283308336186,0.23724914476516576,0.17805537005886135,0.0977838304389087
107,0.37977310961023625,0.23868447999999826,0.1778530256943566,0.09897804032212784
108,0.3788907280245997,0.24224647807893643,0.17852600311069086,0.09890427714660688
109,0.3761123713501715,0.24558007983964505,0.1806190849872012,0.0986642978217435
110,0.3745366940036095,0.24832092686404758,0.18275219808251136,0.09921126941529518
111,0.37387070184543214,0.25197496479168235,0.1835071603379304,0.10007138141893356
112,0.3742428639061338,0.2581426389077862,0.18406560787294515,0.10151366601203371
113,0.37382371655311225,0.26561882831463324,0.18244028708981694,0.10220533085718256
114,0.3740573574739471,0.27300084672207103,0.18016264693915837,0.10286862916490365
115,0.3747156926723838,0.2805121572967028,0.17732320553314962,0.10197515572948072
116,0.37679841921868956,0.287484951219804,0.1745674898927036,0.10006592907086555
117,0.3806684096161846,0.2934651882464455,0.172114872639449,0.09785118902101136
118,0.3870604128751771,0.2988500302171673,0.16933243352515656,0.09525412757945288
119,0.3935575640301411,0.30431722390040505,0.16685609027687084,0.09360329367507862
120,0.401503119362326,0.3130821866446178,0.1649947452077994,0.09312132315510378
121,0.40636202603675925,0.32272453650070543,0.1633323331408883,0.0926427952280191
122,0.4131777798030956,0.3374457458654901,0.16176385727400885,0.09235371342113881
123,0.4215777581357973,0.355687427346813,0.16162108386537077,0.09274036382480236
124,0.42959668258716077,0.3718895826857682,0.1616966742291393,0.09372162683977388
125,0.4388176548724651,0.3864309565448808,0.16291897985181694,0.09515181797828988
126,0.4483392140348582,0.4020382798227339,0.16350577696325935,0.0972415932001675
127,0.45839952875453305,0.41651464557406026,0.16164200780948784,0.09853376415909437
128,0.4609290119876159,0.4168324260530039,0.15944200297879363,0.10006813569327187
129,0.46005046541789457,0.4239002381229649,0.15795264678224338,0.10210194940149826
130,0.4594211219623099,0.4312577166987453,0.15684079978158663,0.10403215191764616
131,0.4589252017665552,0.4393172544360329,0.1559263216213672,0.10698854867628349
132,0.45844434596988054,0.4482184316307671,0.15354060515590356,0.10866150884177232
133,0.44838139590942583,0.4387159936928334,0.1509362489418064,0.10997441477330588
134,0.4321723401728052,0.4245106364220542,0.148237729417899,0.11166931230201953
135,0.4146905744450413,0.41275339692675,0.14468911520542393,0.11247018761130344
136,0.3981093459179957,0.4054710868350494,0.14175668495510926,0.1143468523397068
137,0.3770996314078375,0.3821436353813683,0.13812693958550049,0.11676573557123016
138,0.3549566737901566,0.35825732067001653,0.1342704855503121,0.12222953831836593
139,0.33705592268837375,0.3399168858032716,0.1297481549093041,0.1292647625680548
140,0.3219835198181548,0.32668317155780113,0.12368458107798451,0.13393388004182286
141,0.29678840818793484,0.30431554825852175,0.11775195550509947,0.1392678338244307
142,0.2605571484713655,0.26716710786001757,0.10962834462326834,0.13697257129938084
143,0.22372454192688704,0.23391532236432747,0.09910402280414649,0.12890856774969417
144,0.1904809198822331,0.20554599834728815,0.08775698143378974,0.1212730060271629
145,0.15966926075103413,0.18063274488308945,0.07602470835266677,0.11398650507078555
146,0.12733059365933394,0.14792442373398343,0.06195012420148208,0.09468454272441487
147,0.0961899211720783,0.11614874189027369,0.04691535861221309,0.07299533519579172
148,0.06540218542222778,0.08524713266511326,0.031424194280876144,0.0513660655520317
149,0.03461444707984412,0.05673228743882749,0.015933029963941754,0.03070398505841829
